Nombre y Apellido,Educación,Tipo de cuenta bancaria,Situación Laboral,Inicio de cuenta,Cantidad ahorrado,Créditos
Nacho Simó Priego,Medio,Vista,Independiente,2023-12-28,13046053.412304966,1
Roldán Escribano-Zorrilla,Universitario,Ahorro,Independiente,2020-05-18,1217376.093716146,1
Aitana de Iglesia,Universitario,Ahorro,Dependiente,2020-08-03,9409493.847278,1
Jose Antonio Barberá-Pereira,Universitario,Corriente,Dependiente,2023-06-06,12869520.837480653,2
Javier Jiménez,Medio,Ahorro,Dependiente,2024-05-18,11224109.057466265,1
Celestino Guardia Ocaña,Medio,Ahorro,Independiente,2021-04-03,6385236.753665843,1
Édgar de Barrio,Universitario,Corriente,Independiente,2020-12-14,9476634.793926492,4
Buenaventura José Mari Casas Plana,Medio,Ahorro,Cesante,2022-10-09,10084916.606787791,4
Daniel Berrocal Ortega,Universitario,Corriente,Independiente,2024-01-31,11321430.294175431,2
Nazaret Pascual Carreño,Universitario,Ahorro,Dependiente,2021-07-15,3883926.8010427845,4
Milagros de Cabrera,Incompleto,Ahorro,Cesante,2021-03-06,2368216.4633377786,2
Luciano Enríquez Morán,Incompleto,Ahorro,Dependiente,2020-01-29,4204937.634159952,2
Florencia Macarena Guardiola Reyes,Incompleto,Vista,Independiente,2023-12-19,2488366.0723396786,4
Miriam Romero Rosa,Medio,Vista,Dependiente,2022-05-03,11361980.993858453,4
Aura Patiño Giner,Universitario,Ahorro,Dependiente,2023-05-17,4414272.22235811,1
Anunciación Ureña-Amo,Medio,Vista,Cesante,2021-02-01,7530241.413675489,3
Eli Blazquez Requena,Medio,Corriente,Cesante,2024-10-09,11384200.31939111,4
Samuel Páez,Incompleto,Corriente,Independiente,2020-04-20,1077896.6802873441,4
Zoraida Olmedo Ariza,Universitario,Ahorro,Dependiente,2021-05-10,2794128.1726746676,3
Ernesto Berenguer Benitez,Universitario,Vista,Independiente,2021-12-06,7225939.212080914,2
Clara Felicidad Viana Gómez,Medio,Vista,Dependiente,2023-12-07,3692936.0854054894,2
